"x"
3.18099999427795
74.5841004451912
145.987200896104
217.390301347018
288.793401797931
360.196502248844
431.599602699758
503.002703150671
574.405803601584
645.808904052497
717.212004503411
788.615104954324
860.018205405237
931.421305856151
1002.82440630706
1074.22750675798
1145.63060720889
1217.0337076598
1288.43680811072
1359.83990856163
1431.24300901254
1502.64610946346
1574.04920991437
1645.45231036528
1716.8554108162
1788.25851126711
1859.66161171802
1931.06471216894
2002.46781261985
2073.87091307076
2145.27401352168
2216.67711397259
2288.0802144235
2359.48331487442
2430.88641532533
2502.28951577624
2573.69261622716
2645.09571667807
2716.49881712898
2787.9019175799
2859.30501803081
2930.70811848172
3002.11121893264
3073.51431938355
3144.91741983446
3216.32052028538
3287.72362073629
3359.1267211872
3430.52982163812
3501.93292208903
3573.33602253994
3644.73912299085
3716.14222344177
3787.54532389268
3858.94842434359
3930.35152479451
4001.75462524542
4073.15772569633
4144.56082614725
4215.96392659816
4287.36702704907
4358.77012749999
4430.1732279509
4501.57632840181
4572.97942885273
4644.38252930364
4715.78562975455
4787.18873020547
4858.59183065638
4929.99493110729
5001.39803155821
5072.80113200912
5144.20423246003
5215.60733291095
5287.01043336186
5358.41353381277
5429.81663426369
5501.2197347146
5572.62283516551
5644.02593561643
5715.42903606734
5786.83213651825
5858.23523696917
5929.63833742008
6001.04143787099
6072.44453832191
6143.84763877282
6215.25073922373
6286.65383967465
6358.05694012556
6429.46004057647
6500.86314102739
6572.2662414783
6643.66934192921
6715.07244238013
6786.47554283104
6857.87864328195
6929.28174373286
7000.68484418378
7072.08794463469
7143.49104508561
7214.89414553652
7286.29724598743
7357.70034643835
7429.10344688926
7500.50654734017
7571.90964779108
7643.312748242
7714.71584869291
7786.11894914382
7857.52204959474
7928.92515004565
8000.32825049656
8071.73135094748
8143.13445139839
8214.5375518493
8285.94065230022
8357.34375275113
8428.74685320204
8500.14995365296
8571.55305410387
8642.95615455478
8714.3592550057
8785.76235545661
8857.16545590752
8928.56855635844
8999.97165680935
9071.37475726026
9142.77785771118
9214.18095816209
9285.584058613
9356.98715906392
9428.39025951483
9499.79335996574
9571.19646041666
9642.59956086757
9714.00266131848
9785.4057617694
9856.80886222031
9928.21196267122
9999.61506312214
10071.018163573
10142.421264024
10213.8243644749
10285.2274649258
10356.6305653767
10428.0336658276
10499.4367662785
10570.8398667294
10642.2429671804
10713.6460676313
10785.0491680822
10856.4522685331
10927.855368984
10999.2584694349
11070.6615698858
11142.0646703367
11213.4677707877
11284.8708712386
11356.2739716895
11427.6770721404
11499.0801725913
11570.4832730422
11641.8863734931
11713.2894739441
11784.692574395
11856.0956748459
11927.4987752968
11998.9018757477
12070.3049761986
12141.7080766495
12213.1111771004
12284.5142775514
12355.9173780023
12427.3204784532
12498.7235789041
12570.126679355
12641.5297798059
12712.9328802568
12784.3359807078
12855.7390811587
12927.1421816096
12998.5452820605
13069.9483825114
13141.3514829623
13212.7545834132
13284.1576838641
13355.5607843151
13426.963884766
13498.3669852169
13569.7700856678
13641.1731861187
13712.5762865696
13783.9793870205
13855.3824874715
13926.7855879224
13998.1886883733
14069.5917888242
14140.9948892751
14212.397989726
14283.8010901769
14355.2041906278
14426.6072910788
14498.0103915297
14569.4134919806
14640.8165924315
14712.2196928824
14783.6227933333
14855.0258937842
14926.4289942352
14997.8320946861
15069.235195137
15140.6382955879
15212.0413960388
15283.4444964897
15354.8475969406
15426.2506973915
15497.6537978425
15569.0568982934
15640.4599987443
15711.8630991952
15783.2661996461
15854.669300097
15926.0724005479
15997.4755009989
16068.8786014498
16140.2817019007
16211.6848023516
16283.0879028025
16354.4910032534
16425.8941037043
16497.2972041552
16568.7003046062
16640.1034050571
16711.506505508
16782.9096059589
16854.3127064098
16925.7158068607
16997.1189073116
17068.5220077625
17139.9251082135
17211.3282086644
17282.7313091153
17354.1344095662
17425.5375100171
17496.940610468
17568.3437109189
17639.7468113699
17711.1499118208
17782.5530122717
17853.9561127226
17925.3592131735
17996.7623136244
18068.1654140753
18139.5685145263
18210.9716149772
18282.3747154281
18353.777815879
18425.1809163299
18496.5840167808
18567.9871172317
18639.3902176826
18710.7933181336
18782.1964185845
18853.5995190354
18925.0026194863
18996.4057199372
19067.8088203881
19139.211920839
19210.6150212899
19282.0181217409
19353.4212221918
19424.8243226427
19496.2274230936
19567.6305235445
19639.0336239954
19710.4367244463
19781.8398248973
19853.2429253482
19924.6460257991
19996.04912625
20067.4522267009
20138.8553271518
20210.2584276027
20281.6615280536
20353.0646285046
20424.4677289555
20495.8708294064
20567.2739298573
20638.6770303082
20710.0801307591
20781.48323121
20852.886331661
20924.2894321119
20995.6925325628
21067.0956330137
21138.4987334646
21209.9018339155
21281.3049343664
21352.7080348173
21424.1111352683
21495.5142357192
21566.9173361701
21638.320436621
21709.7235370719
21781.1266375228
21852.5297379737
21923.9328384247
21995.3359388756
22066.7390393265
22138.1421397774
22209.5452402283
22280.9483406792
22352.3514411301
22423.754541581
22495.157642032
22566.5607424829
22637.9638429338
22709.3669433847
22780.7700438356
22852.1731442865
22923.5762447374
22994.9793451884
23066.3824456393
23137.7855460902
23209.1886465411
23280.591746992
23351.9948474429
23423.3979478938
23494.8010483447
23566.2041487957
23637.6072492466
23709.0103496975
23780.4134501484
23851.8165505993
23923.2196510502
23994.6227515011
24066.0258519521
24137.428952403
24208.8320528539
24280.2351533048
24351.6382537557
24423.0413542066
24494.4444546575
24565.8475551084
24637.2506555594
24708.6537560103
24780.0568564612
24851.4599569121
24922.863057363
24994.2661578139
25065.6692582648
25137.0723587157
25208.4754591667
25279.8785596176
25351.2816600685
25422.6847605194
25494.0878609703
25565.4909614212
25636.8940618721
25708.2971623231
25779.700262774
25851.1033632249
25922.5064636758
25993.9095641267
26065.3126645776
26136.7157650285
26208.1188654794
26279.5219659304
26350.9250663813
26422.3281668322
26493.7312672831
26565.134367734
26636.5374681849
26707.9405686358
26779.3436690868
26850.7467695377
26922.1498699886
26993.5529704395
27064.9560708904
27136.3591713413
27207.7622717922
27279.1653722431
27350.5684726941
27421.971573145
27493.3746735959
27564.7777740468
27636.1808744977
27707.5839749486
27778.9870753995
27850.3901758505
27921.7932763014
27993.1963767523
28064.5994772032
28136.0025776541
28207.405678105
28278.8087785559
28350.2118790068
28421.6149794578
28493.0180799087
28564.4211803596
28635.8242808105
28707.2273812614
28778.6304817123
28850.0335821632
28921.4366826142
28992.8397830651
29064.242883516
29135.6459839669
29207.0490844178
29278.4521848687
29349.8552853196
29421.2583857705
29492.6614862215
29564.0645866724
29635.4676871233
29706.8707875742
29778.2738880251
29849.676988476
29921.0800889269
29992.4831893779
30063.8862898288
30135.2893902797
30206.6924907306
30278.0955911815
30349.4986916324
30420.9017920833
30492.3048925342
30563.7079929852
30635.1110934361
30706.514193887
30777.9172943379
30849.3203947888
30920.7234952397
30992.1265956906
31063.5296961416
31134.9327965925
31206.3358970434
31277.7389974943
31349.1420979452
31420.5451983961
31491.948298847
31563.3513992979
31634.7544997489
31706.1576001998
31777.5607006507
31848.9638011016
31920.3669015525
31991.7700020034
32063.1731024543
32134.5762029052
32205.9793033562
32277.3824038071
32348.785504258
32420.1886047089
32491.5917051598
32562.9948056107
32634.3979060616
32705.8010065126
32777.2041069635
32848.6072074144
32920.0103078653
32991.4134083162
33062.8165087671
33134.219609218
33205.6227096689
33277.0258101199
33348.4289105708
33419.8320110217
33491.2351114726
33562.6382119235
33634.0413123744
33705.4444128253
33776.8475132763
33848.2506137272
33919.6537141781
33991.056814629
34062.4599150799
34133.8630155308
34205.2661159817
34276.6692164326
34348.0723168836
34419.4754173345
34490.8785177854
